MA4 TRAINWISE INTERCHANGE
[  Zone: WR,  DateFrom: 05-06-2025,  DateTo: 05-06-2025,  Gauge: BG,;  TakenOver: 166=177+0;  HandedOver: 160=172+0;  HandedOverCc8Cont: 120;  HandedOverCc6Cont: 10;  TakenOverCc8Cont: 119;  TakenOverCc6Cont: 7 ]
"DATE","ZONE FROM","ZONE TO","IC STTN","TAKEN OVER SR.NO.","TAKEN OVER DRTN","TAKEN OVER STTN FROM","TAKEN OVER DVSN FROM","TAKEN OVER ZONE FROM","TAKEN OVER STTN TO","TAKEN OVER DVSN TO","TAKEN OVER ZONE TO","TAKEN OVER OWNR","TAKEN OVER LOAD NAME","TAKEN OVER L/E","TAKEN OVER CMDT","TAKEN OVER CNSR","TAKEN OVER CNSG","TAKEN OVER TYPE","TAKEN OVER MULTIDSTN DVSN(DSTN)","TAKEN OVER MULTIDSTN UNITS","TAKEN OVER DS","TAKEN OVER 8W(L)","TAKEN OVER 8W(E)","TAKEN OVER 8W(BV)","TAKEN OVER TOTL(8W)","TAKEN OVER OWNG","TAKEN OVER LOCO","TAKEN OVER LOCO TYPE","TAKEN OVER LOCO UNTS","TAKEN OVER LOCO HRP","TAKEN OVER TIME","TAKEN OVER CC+6","TAKEN OVER CC+8","TAKEN OVER RAKEID","TAKEN OVER TWIN PIPE","TAKEN OVER CTGR","TAKEN OVER EXAM TYPE","TAKEN OVER TONNAGE(in Tonnes)","TAKEN OVER LDNG DATE","HANDED  OVER INTERCHANGE POINT STATION","HANDED  OVER INTERCHANGE POINT DIVISION","HANDED  OVER INTERCHANGE POINT ZONE","HANDED OVER SR.NO.","TAKEN OVER INTERCHANGE  POINT STATION","TAKEN OVER INTERCHANGE  POINT DIVISION","TAKEN OVER INTERCHANGE  POINT ZONE","HANDED OVER DRTN","HANDED OVER STTN FROM","HANDED OVER DVSN FROM","HANDED OVER ZONE FROM","HANDED OVER STTN TO","HANDED OVER DVSN TO","HANDED OVER ZONE TO","HANDED OVER OWNR","HANDED OVER LOAD NAME","HANDED OVER L/E","HANDED OVER CMDT","HANDED OVER CNSR","HANDED OVER CNSG","HANDED OVER TYPE","HANDED OVER MULTIDSTN DVSN(DSTN)","HANDED OVER MULTIDSTN UNITS","HANDED OVER DS","HANDED OVER 8W(L)","HANDED OVER 8W(E)","HANDED OVER 8W(BV)","HANDED OVER TOTL(8W)","HANDED OVER OWNG","HANDED OVER LOCO","HANDED OVER LOCO TYPE","HANDED OVER LOCO UNTS","HANDED OVER LOCO HRP","HANDED OVER TIME","HANDED OVER CC+6","HANDED OVER CC+8","HANDED OVER RAKEID","HANDED OVER TWIN PIPE","HANDED OVER CTGR","HANDED OVER EXAM TYPE","HANDED OVER TONNAGE(in Tonnes)","HANDED OVER LDNG DATE",
"05-06-2025","WR","WC","NAD","3","UP","LIOC","IZN","NE","KRCA","BRC","WR","IR","BRAJ-27/B","E","HSD, MS","","","BTPN","","","N","0","50","2","50.0+2.0","WR","33311","WAG9HC","SU","D","07:04","","","BAD 210325161643","N","C","Valid CC","0","","","","","3","","","","DN","CHIB","ADI","WR","DSLD","KOTA","WC","IR","TPDDU1150-","L","CHES","SEMU","DCMS","BOXNHL","","","N","58","0","1","58.0+1.0","NC","38627","WAG9HC","SU","N","14:05","","Y","DDU 200325024922","Y","C","Valid CC","3844.5","09:35 02-06-25",
"05-06-2025","WR","WC","NAD","4","UP","IOCG","AGRA","NC","MIOJ","BB","CR","IR","PK-38","L","FOIL","IOC","IOC","BTPN","","","N","50","0","2","50.0+2.0","WC","41827","WAG9HC","SU","S","08:11","","Y","BAD 260425021359","N","P","Premium Due","2719.09","05:40 04-06-25","","","","4","","","","DN","SNSR","ADI","WR","PMRN","KGP","SE","IR","PMRN/MISC","L","MISC","ELTM","ORMT","SHRN","","","N","46","0","0","46.0+0.0","SC","38912","WAG9HC","SU","S","14:18","","Y","DSEY030225205953","N","P","Valid Premium","2980.8","22:35 29-05-25",
"05-06-2025","WR","WC","NAD","5","UP","FCON","DNR","EC","SCLS","ADI","WR","CONR","BL-02-","L","CONT","CONR","CONR","BLSS","","","N","48","0","1","48.0+1.0","WC","31210","WAG9","SU","D","15:10","Y","","CTKR111224142046","Y","C","Valid CC","240","07:05 03-06-25","","","","5","","","","DN","CE","ADI","WR","CGS","RNY","NF","IR","CE/AGS","L","AUTO","ALVA","ALVA","NMG","","","N","23","2","0","25.0+0.0","NC","33527","WAG9H","SU","S","14:50","Y","","TNPM150325090647","N","P","Valid Premium","123.74","23:50 01-06-25",
"05-06-2025","WR","WC","NAD","6","UP","IOCG","AGRA","NC","MIOJ","BB","CR","IR","BRAJ-53[FO]","L","FOIL","IOC","IOC","BTPN","","","N","50","0","2","50.0+2.0","CR","60424","WAG12B","SU","D","16:32","","Y","BAD 010325055622","N","P","Premium Due","2717.88","13:15 04-06-25","MPR","WDFC","DFCR","6","","","","DN","KEBG","BCT","WR","PCRG","DLI","NR","IR","J-17H--","L","CONT","CONR","CONR","BLC","","","N","45","0","0","45.0+0.0","SEC","65057","EF12K","SU","N","15:01","","Y","TICD190425220508","Y","C","Valid CC","1475.64","08:45 31-05-25",
"05-06-2025","WR","WC","NAD","7","UP","SDLK","KOTA","WC","TCR","TVC","SR","IR","TCR","L","W","SHAV","SHAV","BCN","TVC(NCJ,TCR)","1+42","N","42","0","1","42.0+1.0","WR","32282","WAG9HC","SU","D","20:14","Y","","DSN 130325105441","N","P","Premium Due","2748","21:25 04-06-25","MPR","WDFC","DFCR","7","SHRN","BPL","WC","DN","PSRS","BSP","SEC","KPRJ","KOTA","WC","IR","N/KPRJ03","L","PHC","RRVU","RRVU","BOXN","","","N","58","0","1","58.0+1.0","WC","41757","WAG9HC","SU","N","16:10","","Y","BNDM170824123617","N","P","Premium Due","4023.14","08:30 02-06-25",
"05-06-2025","WR","WC","NAD","8","UP","FN","DLI","NR","IGCS","SA","SR","IR","FN/IGCS","L","AUTO","MSIL","MSIL","NMG","","","N","25","0","0","25.0+0.0","WC","31198","WAG9","SU","S","21:14","","Y","GIT 221223135418","N","P","Premium Due","88","17:40 04-06-25","","","","8","","","","DN","MBPP","BB","CR","LPBP","UMB","NR","IR","HPCT/BTPG-LPBP","L","LPG","BPC","BPC","BTPG","","","N","31","1","1","32.0+1.0","WC","31210","WAG9","SU","D","16:50","","Y","BER 230225065822","Y","C","Valid CC","1165.6","01:48 03-06-25",
"05-06-2025","WR","WC","NAD","9","UP","SHDM","DLI","NR","AYB","UBL","SW","IR","SHDM/AYB","L","R","FCI","FCI","BCN","","","N","42","0","1","42.0+1.0","NR","32663","WAG9HC","SU","S","22:02","","Y","MVTS230824194340","N","P","Valid Premium","2764.2","21:00 01-06-25","MPR","WDFC","DFCR","9","MKC","BPL","WC","DN","SFY","BPL","WC","RTM","RTM","WR","BPC","MBOX","E","","","","MBOXN","","","N","0","28","0","28.0+0.0","WC","12536","WDG4","SU","N","16:50","","","SGZ 280525162330","N","","Intensive","0","",
"05-06-2025","WR","WC","NAD","10","UP","HTPP","DLI","NR","MDCC","ADI","WR","HTPL","TWHT--10--","L","CONT","HTPL","HTPL","BLC","","","N","45","0","1","45.0+1.0","NW","38677","WAG9HC","SU","N","22:44","","Y","HTPP210323171850","Y","C","Valid CC","874.51","04:45 05-06-25","","","","10","","","","DN","BOD","RTM","WR","KOTA","KOTA","WC","PMLP","KOTA---YDCC1","E","","","","BOXN","","","N","0","59","1","59.0+1.0","NW","38678","WAG9HC","SU","N","20:13","","","KTTY310325175827","Y","C","Valid CC","0","02:55 04-06-25",
"05-06-2025","WR","WC","NAD","11","UP","FN","DLI","NR","IGCS","SA","SR","IR","FN-IGCS","L","AUTO","MSIL","MSIL","NMG","","","N","25","0","0","25.0+0.0","WR","24680","WAG7","SU","D","23:24","","Y","FN  230924094832","N","P","Valid Premium","72","13:20 04-06-25","","","","11","","","","DN","KOD","ADI","WR","NTV","LJN","NE","IR","KOD/NTV","L","SALT","AWIS","SATC","BCN","","","N","42","0","1","42.0+1.0","WC","33042","WAG9H","SU","N","23:50","Y","","JUR 220924153924","N","P","Valid Premium","2685.1","",
"05-06-2025","WR","WC","NAD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","DN","MGG","RTM","WR","GZM","MLDT","ER","IR","GZM/MGG","L","DOC","PFLD","PFLD","BCN","","","N","21","21","1","42.0+1.0","NF","38993","WAG9HC","SU","N","23:58","","Y","ED  081024074428","Y","P","Valid Premium","1264.5","05:40 04-06-25",
"05-06-2025","WR","WC","SHRN","1","UP","PMCJ","BSP","SEC","TSWS","BRC","WR","IR","N-DSEY-151/TSWS","L","PHC","MCWP","GSEC","BOXN","","","N","58","1","1","59.0+1.0","EC","31473","WAG9","SU","S","03:54","","Y","DSEY140325135250","Y","C","Valid CC","3999.42","23:50 02-06-25","","","","1","","","","DN","MGN","RTM","WR","WGCR","R","SEC","CONR","WGCR/MGN","L","FERT","KHPL","KHPL","BCN","","","N","21","21","1","42.0+1.0","SC","42021","WAG9HC","SU","S","00:44","","Y","BKDC181024091741","N","P","Valid Premium","1363.4","07:05 03-06-25",
"05-06-2025","WR","WC","SHRN","2","UP","LBPM","R","SEC","KRCA","BRC","WR","IR","SAYAJI-22/E/KRCA","E","HSD, MS","","","BTPN","","","N","0","50","2","50.0+2.0","WR","38651","WAG9HC","SU","N","04:14","","","KRCA010124151451","N","C","Valid CC","0","","","","","2","","","","DN","TSWS","BRC","WR","BSPR","BSP","SEC","IR","BIATP8846-","E","","","","BOXNHL","","","N","0","58","1","58.0+1.0","SC","33549","WAG9HC","SU","N","03:31","","","BLEY081124203713","Y","C","CC OverDue","0","13:15 04-06-25",
"05-06-2025","WR","WC","SHRN","3","UP","PSRS","BSP","SEC","KPRJ","KOTA","WC","IR","N/KPRJ03","L","PHC","RRVU","RRVU","BOXN","","","N","58","0","1","58.0+1.0","WC","41757","WAG9HC","SU","N","07:38","","Y","BNDM170824123617","N","P","Premium Due","4023.14","10:00 03-06-25","NAD","KOTA","WC","3","","","","DN","VRG","RTM","WR","BZU","NGP","CR","IR","BZU","L","W","MPSC","MPCS","BCN","","","N","42","0","1","42.0+1.0","SC","34084","WAG9HC","SU","N","04:48","","Y","DSN 050125111131","N","P","Premium Due","2703.39","21:25 04-06-25",
"05-06-2025","WR","WC","SHRN","4","UP","IOCE","BPL","WC","KRCA","BRC","WR","IR","HAPA-5","E","MS, HSD","","","BTPN","","","N","0","50","2","50.0+2.0","WC","23507","WAG5T","MU","N","12:45","","","HAPA120225122907","N","C","Valid CC","0","","","","","4","","","","DN","HVD","ADI","WR","JKE","JBP","WC","IR","HVD/JKE","L","SALT","SHVS","SHVS","BCN","","","N","21","21","1","42.0+1.0","EC","41620","WAG9HC","SU","N","06:21","","Y","HUBG280325123915","N","P","Premium Due","1331.8","17:40 04-06-25",
"05-06-2025","WR","WC","SHRN","","","","","WC","","","WR","","","","","","","","","","","","","","","WC","23515","WAG5T","MU","N","","","","","N","","","","","","","","5","","","","DN","GISN","RTM","WR","BSPR","BSP","SEC","IR","ADTP-8584-","E","","","","BOXN","","","N","0","59","1","59.0+1.0","WC","51002","EF9K","SU","D","09:11","","","ADTP050325160351","Y","C","Valid CC","0","21:00 01-06-25",
"05-06-2025","WR","WC","SHRN","5","UP","CCMP","BPL","WC","JNPT","BB","CR","CONR","JS-4-=","L","CONT","CONR","CONR","BLC","","","N","40","0","1","40.0+1.0","WC","41734","WAG9HC","SU","S","13:22","","Y","TICD200325042357","N","C","Valid CC","3276","05:55 05-06-25","","","","6","","","","DN","TSWS","BRC","WR","BSPR","BSP","SEC","HTPL","PRGTITP338-","E","","","","BOXNHL","","","N","0","58","0","58.0+0.0","WC","33472","WAG9HC","SU","S","12:31","","","BLEY260425212403","Y","C","CC OverDue","0","04:45 05-06-25",
"05-06-2025","WR","WC","SHRN","6","UP","PMBG","BSP","SEC","TSWS","BRC","WR","IR","REDSTAR-16-TSWS","L","PHC","PCPB","GSEC","BOXN","","","N","58","0","1","58.0+1.0","EC","41620","WAG9HC","SU","N","14:22","","Y","GY  090525105232","N","C","Valid CC","4055.39","18:40 03-06-25","","","","7","","","","DN","DDPS","ADI","WR","UCLM","JBP","WC","IR","TPDDU804-","L","GYP","PVPL","UTCL","BOXNHL","","","N","59","0","1","59.0+1.0","NR","60188","WAG12B","SU","D","13:56","","Y","DDU 130125062221","Y","C","Valid CC","4006.96","13:20 04-06-25",
"05-06-2025","WR","WC","SHRN","7","UP","UMSG","NGP","CR","GISN","RTM","WR","IR","BLUE-HANS-28","L","PBC","WCF","RCRS","BOXNHL","","","N","58","0","1","58.0+1.0","CR","60437","WAG12B","SU","D","16:19","","Y","BSL 050225124140","Y","C","Valid CC","4014.21","10:30 04-06-25","","","","8","","","","DN","HPPL","BRC","WR","PLBG","JBP","WC","IR","HAPA-30","L","MIXD","HPC","HPC","BTPN","","","N","50","0","2","50.0+2.0","WR","43773","WAG9HC","SU","S","15:00","","Y","HAPA310125061425","N","C","Valid CC","2544.56","23:50 02-06-25",
"05-06-2025","WR","WC","SHRN","8","UP","BCSB","BSP","SEC","AECS","ADI","WR","IR","N/AECS","L","PHC","SECL","TRPL","BOXN","","","N","59","0","1","59.0+1.0","NR","60188","WAG12B","SU","D","18:06","","Y","DSPY260425190514","N","P","Invalid Premium","4089.85","16:40 03-06-25","","","","9","","","","DN","BQE","RTM","WR","BIA","R","SEC","IR","BIA/EUR40--","E","","","","BRN","","","N","0","22","0","22.0+0.0","NC","27094","WAG7","SU","S","16:34","","","BSPC041124081803","Y","C","Valid CC","0","",
"05-06-2025","WR","WC","SHRN","9","UP","BIA","R","SEC","CWCJ","ADI","WR","IR","FD/CWCJ/KKF","L","IS","SAIL","SAIL","SHRN","ADI(CWCJ,KKF)","12+31","N","43","0","0","43.0+0.0","SEC","31758","WAG9H","SU","S","20:19","","Y","TNPM280425143534","N","P","Valid Premium","2654.6","","","","","10","","","","DN","SNSR","ADI","WR","BPSL","SBP","ECO","IR","YARADA-V-555","L","OTHR","SMLS","BPSL","BOXN","","","N","59","0","0","59.0+0.0","SE","28538","WAG7","MU","N","17:56","","Y","EMTY090525015704","Y","C","Valid CC","3850.48","10:00 03-06-25",
"05-06-2025","WR","WC","SHRN","10","UP","JSLS","KUR","ECO","BMSB","ADI","WR","DPWR","ARIK-PMKM/9BMSB","L","CONT","DPWR","DPWR","BLC","","","N","45","0","0","45.0+0.0","WR","43541","WAG9HC","SU","S","21:22","","Y","ARIK120524102049","Y","C","CC OverDue","3057.58","23:00 29-05-25","","","","","","","","","","","WR","","","ECO","","","","","","","","","","","","","","","SE","28576","WAG7","MU","N","","","","","Y","","","","",
"05-06-2025","WR","WC","SHRN","11","UP","TRDI","NAG","SEC","MGN","RTM","WR","IR","BCN/MGN","L","R","MPSC","MPSC","BCN","","","N","42","0","1","42.0+1.0","WR","41436","WAG9HC","SU","S","23:25","","Y","NGC 040924080443","N","","Intensive","2623.5","18:50 02-06-25","","","","11","","","","DN","USD","BCT","WR","BSPR","BSP","SEC","IR","ADTP-8520","E","","","","BOXN","","","N","0","58","1","58.0+1.0","WC","41567","WAG9HC","SU","N","19:04","","","ADTP080325105321","N","C","Valid CC","0","",
"05-06-2025","WR","WC","SHRN","12","UP","PGCG","BSP","SEC","TSWS","BRC","WR","IR","TSWS","L","PHC","ACB","GSEC","BOXN","","","N","59","0","1","59.0+1.0","WR","43470","WAG9HC","SU","S","23:55","","Y","UDLU280424184536","N","P","Valid Premium","4089.53","23:50 02-06-25","","","","12","","","","DN","TSWS","BRC","WR","BSPR","BSP","SEC","CONR","NKJ-LION-1603","E","","","","BOXNHL","","","N","0","57","1","57.0+1.0","WR","43470","WAG9HC","SU","S","19:39","","","NKJ 071224184652","N","P","Valid Premium","0","05:55 05-06-25",
"05-06-2025","WR","WC","SHRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","DN","KOD","ADI","WR","KEQ","JBP","WC","IR","KOD/KEQ","L","SALT","JNNS","JNNS","BCN","","","N","42","0","1","42.0+1.0","NC","27448","WAG7","SU","S","20:58","","Y","DSN 290125182653","Y","P","Valid Premium","2691.4","18:40 03-06-25",
"05-06-2025","WR","WC","SHRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","DN","BQE","RTM","WR","NSZ","BPL","WC","IR","NSZ+SJP","E","","","","BCN","","","N","21","21","1","42.0+1.0","EC","32011","WAG9HC","SU","S","23:43","","","ED  060325103548","Y","P","Valid Premium","0","10:30 04-06-25",
