MA4 TRAINWISE INTERCHANGE
[  Zone: WR,  DateFrom: 05-06-2025,  DateTo: 05-06-2025,  Gauge: BG,;  TakenOver: 166=177+0;  HandedOver: 160=172+0;  HandedOverCc8Cont: 120;  HandedOverCc6Cont: 10;  TakenOverCc8Cont: 119;  TakenOverCc6Cont: 7 ]
"DATE","ZONE FROM","ZONE TO","IC STTN","TAKEN OVER SR.NO.","TAKEN OVER DRTN","TAKEN OVER STTN FROM","TAKEN OVER DVSN FROM","TAKEN OVER ZONE FROM","TAKEN OVER STTN TO","TAKEN OVER DVSN TO","TAKEN OVER ZONE TO","TAKEN OVER OWNR","TAKEN OVER LOAD NAME","TAKEN OVER L/E","TAKEN OVER CMDT","TAKEN OVER CNSR","TAKEN OVER CNSG","TAKEN OVER TYPE","TAKEN OVER MULTIDSTN DVSN(DSTN)","TAKEN OVER MULTIDSTN UNITS","TAKEN OVER DS","TAKEN OVER 8W(L)","TAKEN OVER 8W(E)","TAKEN OVER 8W(BV)","TAKEN OVER TOTL(8W)","TAKEN OVER OWNG","TAKEN OVER LOCO","TAKEN OVER LOCO TYPE","TAKEN OVER LOCO UNTS","TAKEN OVER LOCO HRP","TAKEN OVER TIME","TAKEN OVER CC+6","TAKEN OVER CC+8","TAKEN OVER RAKEID","TAKEN OVER TWIN PIPE","TAKEN OVER CTGR","TAKEN OVER EXAM TYPE","TAKEN OVER TONNAGE(in Tonnes)","TAKEN OVER LDNG DATE","HANDED  OVER INTERCHANGE POINT STATION","HANDED  OVER INTERCHANGE POINT DIVISION","HANDED  OVER INTERCHANGE POINT ZONE","HANDED OVER SR.NO.","TAKEN OVER INTERCHANGE  POINT STATION","TAKEN OVER INTERCHANGE  POINT DIVISION","TAKEN OVER INTERCHANGE  POINT ZONE","HANDED OVER DRTN","HANDED OVER STTN FROM","HANDED OVER DVSN FROM","HANDED OVER ZONE FROM","HANDED OVER STTN TO","HANDED OVER DVSN TO","HANDED OVER ZONE TO","HANDED OVER OWNR","HANDED OVER LOAD NAME","HANDED OVER L/E","HANDED OVER CMDT","HANDED OVER CNSR","HANDED OVER CNSG","HANDED OVER TYPE","HANDED OVER MULTIDSTN DVSN(DSTN)","HANDED OVER MULTIDSTN UNITS","HANDED OVER DS","HANDED OVER 8W(L)","HANDED OVER 8W(E)","HANDED OVER 8W(BV)","HANDED OVER TOTL(8W)","HANDED OVER OWNG","HANDED OVER LOCO","HANDED OVER LOCO TYPE","HANDED OVER LOCO UNTS","HANDED OVER LOCO HRP","HANDED OVER TIME","HANDED OVER CC+6","HANDED OVER CC+8","HANDED OVER RAKEID","HANDED OVER TWIN PIPE","HANDED OVER CTGR","HANDED OVER EXAM TYPE","HANDED OVER TONNAGE(in Tonnes)","HANDED OVER LDNG DATE",
"05-06-2025","WR","DFCR","CECC","15","UP","DWLP","JP","NW","MDCC","ADI","WR","KRIL","KRIL-03MDCC","L","CONT","CRRS","CRRS","BLC","","","Y","40","0","1","40.0+1.0","NR","49223","WDG4G","SU","N","21:15","","Y","MKIG170124092313","Y","C","Valid CC","1212.48","22:30 04-06-25","","","","15","","","","DN","DBTK","ADI","WR","NTCD","PRYJ","NC","IR","SIDDHI-01","L","PHC","NTPC","NTPC","BOXN","","","N","58","0","0","58.0+0.0","WR","12288","WDG4","SU","N","18:20","","Y","PKR 090525123550","N","C","Valid CC","4033.84","",
"05-06-2025","WR","DFCR","CECC","16","UP","CMLK","WDFC","DFCR","MDCC","ADI","WR","CONR","T-65H----","L","CONT","CONR","CONR","BLC","","","Y","45","0","1","45.0+1.0","WR","41745","WAG9HC","SU","D","22:15","","Y","TICD310525012224","Y","C","Valid CC","1242.99","23:50 04-06-25","","","","16","","","","DN","MDCC","ADI","WR","CPFS","WDFC","DFCR","CONR","ICDD/-//-","L","CONT","CONR","CONR","BLC","","","Y","45","0","1","45.0+1.0","WR","49351","WDG4G","SU","N","18:32","","Y","GMC 230425140050","Y","C","Valid CC","2744.37","17:30 03-06-25",
"05-06-2025","WR","DFCR","CECC","17","UP","PGFS","FZR","NR","MDCC","ADI","WR","CN","GR-05---","L","CONT","GRPL","GRPL","BLC","","","N","40","0","1","40.0+1.0","NR","49205","WDG4G","SU","N","23:24","","Y","JUDW220723095744","Y","C","Valid CC","1207.37","02:00 04-06-25","","","","17","","","","DN","MDCC","ADI","WR","ICDD","PRYJ","NC","CONR","MS-3-JSLS-","L","CONT","CONR","CONR","BLC","","","Y","40","0","0","40.0+0.0","NR","32523","WAG9HC","SU","S","19:10","","Y","ICDD240225121356","Y","C","Valid CC","1302.92","23:55 03-06-25",
"05-06-2025","WR","DFCR","CECC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","DN","CHIB","ADI","WR","SAI","SEE","EC","CONR","SAI/SALT","L","SALT","MULT","MULT","BCN","","","N","42","0","1","42.0+1.0","WR","49271","WDG4G","SU","N","19:57","","","NPRY191224000700","N","P","Valid Premium","2613","15:30 04-06-25",
"05-06-2025","WR","DFCR","CECC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","","","DN","BMSB","ADI","WR","MLJ","LKO","NR","HPC","MLJ/SOI","L","EOIL","CARG","CARG","BCN","","","N","21","21","1","42.0+1.0","WC","31761","WAG9H","SU","S","21:05","","Y","DSN 031024155544","N","P","Valid Premium","1119.55","",
"05-06-2025","WR","DFCR","CECC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","DN","MDCC","ADI","WR","ALIK","JP","NW","HPC","ALIK060-","L","CONT","ADIL","ADIL","BLC","","","Y","45","0","1","45.0+1.0","NR","49037","WDG4G","SU","N","23:19","","Y","KTTY220525212551","Y","C","Valid CC","2458.23","",
"05-06-2025","WR","DFCR","CECC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","DN","MDCC","ADI","WR","JBPI","DLI","NR","ALVA","TXBT-13--","L","CONT","BXTS","BXTS","BLC","","","Y","45","0","0","45.0+0.0","WR","69042","WDG6G","SU","N","23:50","","Y","JUDW121121134720","Y","C","Valid CC","2243.59","03:40 05-06-25",
"05-06-2025","WR","DFCR","GGM","1","UP","UNCK","WDFC","DFCR","BRCY","BRC","WR","IR","SPM-207","L","CEMT","UTCL","UTCL","BCN","","","N","42","0","1","42.0+1.0","WR","49254","WDG4G","SU","N","02:45","","Y","STA 161124123657","N","P","Invalid Premium","2761.6","16:25 04-06-25","","","","1","","","","DN","CCTA","BRC","WR","CMLK","WDFC","DFCR","IR","MT--08--","L","CONT","CONR","CONR","BLL","","","N","40","0","0","40.0+0.0","NR","60100","WAG12B","SU","D","04:26","","Y","TICD260525205856","Y","C","Valid CC","1579.8","23:55 03-06-25",
"05-06-2025","WR","DFCR","GTX","1","UP","BPKR","ADI","WR","MIHK","BRC","WR","IR","SAYAJI-11","L","HSD","BPC","BPC","BTPN","","","N","50","0","1","50.0+1.0","NW","41809","WAG9HC","SU","D","18:53","","Y","KRCA081223032040","N","C","Valid CC","2719.75","10:15 04-06-25","","","","1","","","","DN","SJN","BCT","WR","SBTG","ADI","WR","IVCL","ADANI-113-","E","","","","BLC","","","N","0","45","1","45.0+1.0","WR","28745","WAG7","SU","D","18:40","","","SMYD150124150202","Y","C","CC OverDue","0","10:30 03-06-25",
"05-06-2025","WR","DFCR","GTX","2","UP","LCTS","WDFC","DFCR","KEBG","BCT","WR","IR","LCTS/KEBG/JOS","L","CEMT","JK","JK","BCN","BCT(JOS,KEBG)","24+18","N","42","0","1","42.0+1.0","SEC","33576","WAG9HC","SU","S","23:00","","Y","DSN 020924192949","N","P","Invalid Premium","2759","17:30 02-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","GTX","3","UP","DWLP","JP","NW","MKIG","BRC","WR","CRRS","TXDP--11-DWLMKIG","L","CONT","DPWR","DPWR","BLC","","","N","45","0","1","45.0+1.0","WR","43489","WAG9HC","SU","S","23:30","","Y","SNF 140122095327","Y","C","Valid CC","207","23:45 02-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","MPR","1","UP","GIT","PUNE","CR","KRCA","BRC","WR","IR","DUR-BTPNE","E","HSD, MS","","","BTPN","","","N","0","50","2","50.0+2.0","WR","42012","WAG9HC","SU","S","01:13","","","IPN 120525230405","N","","Intensive","0","","","","","1","","","","DN","MKPP","PRYJ","NC","JNPT","BB","CR","IR","PLPC-55-","L","CONT","PMLP","PMLP","BLL","","","N","44","1","1","45.0+1.0","EC","38040","WAG9HC","SU","N","01:59","","Y","JUDW051224220318","Y","C","Valid CC","988.83","19:15 03-06-25",
"05-06-2025","WR","DFCR","MPR","","","","","CR","","","WR","","","","","","","","","","","","","","","CR","60346","WAG12B","SU","D","","","","","N","","","","","","","","2","","","","DN","LPBP","UMB","NR","MBPP","BB","CR","IR","BHARAT-02","E","LPG","","","BTPG","","","N","0","32","1","32.0+1.0","WR","33705","WAG9HC","SU","D","17:40","","","BSL 110622021215","Y","C","Valid CC","0","23:55 02-06-25",
"05-06-2025","WR","DFCR","MPR","2","UP","JNPT","BB","CR","CGMV","BRC","WR","CONR","R-79H--CGMV=795","L","CONT","CONR","CONR","BLC","","","N","45","0","0","45.0+0.0","NR","33712","WAG9HC","SU","N","10:00","","Y","ICDD250924165317","Y","C","Valid CC","464.33","17:30 03-06-25","","","","3","","","","DN","DCCK","ADI","WR","JNPT","BB","CR","CONR","CONCOR-R-","E","","","","BLC","","","N","0","45","0","45.0+0.0","WR","33683","WAG9HC","SU","S","18:41","","","RYD 100525041730","N","C","Valid CC","0","",
"05-06-2025","WR","DFCR","MPR","3","UP","JNPT","BB","CR","CGPT","RTM","WR","CONR","T-42--CMCK=711","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","ER","43734","WAG9HC","SU","S","10:40","","Y","ICDD191224184226","Y","C","Valid CC","2017.57","23:55 03-06-25","","","","4","","","","DN","CGPT","RTM","WR","JNPT","BB","CR","IR","GS-6--MDCC","L","CONT","CONR","CONR","BLC","","","N","45","0","0","45.0+0.0","NR","60136","WAG12B","SU","D","20:01","","Y","ICDD050524190414","Y","C","Valid CC","1167.05","14:00 02-06-25",
"05-06-2025","WR","DFCR","MPR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","DN","CGMV","BRC","WR","MDCC","ADI","WR","IR","R-79H---","L","CONT","CONR","CONR","BLC","","","Y","45","0","0","45.0+0.0","WR","49231","WDG4G","SU","N","20:56","","Y","ICDD250924165317","Y","C","Valid CC","343.02","01:30 02-06-25",
"05-06-2025","WR","DFCR","MSH","1","UP","ICDD","PRYJ","NC","DCCK","ADI","WR","CONR","DCCK","L","CONT","CONR","CONR","BKI","","","N","40","0","1","40.0+1.0","WR","49360","WDG4G","SU","N","13:33","","Y","TICD100724032312","N","P","Premium Due","219.36","15:30 04-06-25","","","","1","","","","DN","PPSP","BVC","WR","ALIK","JP","NW","IR","AD-104-DS","L","CONT","ADIL","ADIL","BLC","","","Y","45","0","1","45.0+1.0","WR","43883","WAG9HC","SU","S","03:26","","Y","CEBD040324181021","Y","C","Valid CC","2551.84","01:30 02-06-25",
"05-06-2025","WR","DFCR","MSH","2","UP","HPCA","DLI","NR","PRTK","RJT","WR","HPC","HINDUSTAN-","E","LPG","","","BTPG","","","N","0","32","1","32.0+1.0","NR","12473","WDG4","SU","N","13:59","","","KTTY211022205451","Y","C","Valid CC","0","","","","","2","","","","DN","MSIB","ADI","WR","MSTB","JP","NW","GIPL","DKJFKLSJ","L","AUTO","ALVA","ALVA","BCACBM","","","N","27","0","1","27.0+1.0","WR","49395","WDG4G","SU","N","08:54","","Y","JUDW191023171251","Y","C","Valid CC","290.52","00:30 03-06-25",
"05-06-2025","WR","DFCR","MSH","","","","","NR","","","WR","","","","","","","","","","","","","","","NR","49100","WDG4G","SU","N","","","","","Y","","","","","","","","3","","","","DN","AMLS","ADI","WR","AGS","JP","NW","CONR","AMLS/AGS","L","CHES","SASU","LCAC","BOXN","","","N","58","0","1","58.0+1.0","NW","70582","WDG4D","SU","N","18:02","","Y","BNDM110225010354","N","P","Premium Due","3884.88","15:30 04-06-25",
"05-06-2025","WR","DFCR","MSH","3","UP","MSIB","ADI","WR","MSTB","JP","NW","ALVA","DKJFKLSJ","L","AUTO","ALVA","ALVA","BCACBM","","","N","27","0","1","27.0+1.0","WR","49395","WDG4G","SU","N","14:10","","Y","JUDW191023171251","Y","C","Valid CC","290.52","03:40 05-06-25","BLDI","JU","NW","4","","","","DN","PPSP","BVC","WR","PDLL","DLI","NR","APSE","AD-23-DS","L","CONT","ADIL","ADIL","BLC","","","Y","45","0","1","45.0+1.0","WR","41387","WAG9HC","SU","S","23:28","","Y","CEBD070723181209","Y","C","Valid CC","2473.91","15:40 04-06-25",
"05-06-2025","WR","DFCR","NOL","1","UP","MDCC","ADI","WR","WR","NGP","CR","IR","SATHL-TP-127","L","INPK","CFCL","CFCL","BCNHL","","","N","42","16","1","58.0+1.0","NC","41187","WAG9H","SU","S","06:04","","Y","STA 011124193258","Y","C","Valid CC","2961","23:55 03-06-25","JL","BSL","CR","1","","","","DN","BIY","BCT","WR","BRCY","BRC","WR","IR","YAMUNATP78-","E","","","","BCNHL","","","N","0","58","1","58.0+1.0","NR","60235","WAG12B","SU","D","17:06","","","KJGY030225173912","Y","C","Intensive","0","",
"05-06-2025","WR","DFCR","NOL","2","UP","FN","DLI","NR","DBU","SBC","SW","IVCL","IVCLL-06-","L","AUTO","IVCL","IVCL","ACT1","","","N","33","0","1","33.0+1.0","NR","60002","WAG12B","SU","D","08:35","Y","","SMYD220125180724","Y","C","Valid CC","132","10:30 03-06-25","JL","BSL","CR","2","JL","BSL","CR","DN","VDP","MDU","SR","DNK","JP","NW","IR","DNK-NMG","L","AUTO","TCOI","TCOI","NMG","","","N","25","1","0","26.0+0.0","NR","33346","WAG9HC","SU","S","19:10","Y","","TNPM261124061620","N","P","Valid Premium","291.2","",
"05-06-2025","WR","DFCR","NOL","3","UP","CHIB","ADI","WR","SNAG","SC","SC","IR","SNAG/SALT","L","SALT","SCFP","SCFP","BCN","","","N","42","0","1","42.0+1.0","WC","51031","EF9K","SU","S","21:35","","Y","NHYD090923025243","N","P","Premium Due","2687.8","19:15 03-06-25","JL","BSL","CR","3","JL","BSL","CR","DN","ICDW","SBC","SW","SCLS","ADI","WR","CONR","JS-1=-SCLS","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","WC","43886","WAG9HC","SU","S","19:49","","Y","TKD 030325181621","Y","C","Valid CC","238.6","12:30 03-06-25",
"05-06-2025","WR","DFCR","NOL","4","UP","MDCC","ADI","WR","PRLI","SC","SC","IR","PADMINI=1-TP","L","INPK","CFCL","CFCL","BCNHL","NED(PBN), SC(PRLI)","26+32","N","42","16","1","58.0+1.0","NW","43664","WAG9HC","SU","S","23:35","","Y","SMP 190223182235","Y","C","Valid CC","2961","23:55 02-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAH","1","UP","CPFS","WDFC","DFCR","JNPT","BB","CR","CONR","MS-4-/UTCK","E","","","","BLC","","","N","0","45","1","45.0+1.0","NC","43159","WAG9HC","SU","S","03:25","","","ICDD260624014905","Y","C","Valid CC","0","","BSR","BB","CR","1","BSR","BB","CR","DN","BPTG","BPT","BPT","MGN","RTM","WR","JKTI","BPTG/MGN","L","IMFT","OPIL","OPIL","BCN","","","N","21","22","1","43.0+1.0","NR","31728","WAG9HC","SU","S","02:54","","Y","ERM 270425173439","N","P","Premium Due","1344","19:00 03-06-25",
"05-06-2025","WR","DFCR","SAH","2","UP","MSIB","ADI","WR","NDV","SBC","SW","IR","MSIB-NDV","L","AUTO","MSIL","MSIL","NMG","","","N","23","1","0","24.0+0.0","NR","43462","WAG9HC","SU","S","04:37","","Y","BEN 300523174408","N","","Intensive","95","14:00 02-06-25","BSR","BB","CR","2","BSR","BB","CR","DN","UD","KAWR","KR","BRCY","BRC","WR","IR","UD/BCNE","E","","","","BCN","","","N","0","42","1","42.0+1.0","WC","38382","WAG9HC","SU","N","16:29","","","TPGY060525164718","N","P","Invalid Premium","0","00:40 04-06-25",
"05-06-2025","WR","DFCR","SAH","3","UP","IOCG","AGRA","NC","MIOJ","BB","CR","IR","KAZIRANGA-13[B]","L","FOIL","IOC","IOC","BTPN","","","N","50","0","2","50.0+2.0","CR","43599","WAG9HC","MU","S","07:45","","Y","NJPT140425153954","N","C","Valid CC","2717.25","01:30 02-06-25","BSR","BB","CR","3","BSR","BB","CR","DN","JNPT","BB","CR","CGMV","BRC","WR","IR","=M-3-=731","L","CONT","CONR","CONR","BLL","","","N","37","3","1","40.0+1.0","EC","41284","WAG9H","SU","S","17:38","","Y","TICD210623042935","Y","C","Valid CC","1159.85","",
"05-06-2025","WR","DFCR","SAH","","","","","NC","","","CR","","","","","","","","","","","","","","","CR","43618","WAG9HC","MU","S","","","","","N","","","","","","","","4","BSR","BB","CR","DN","JNPT","BB","CR","CGMV","BRC","WR","IR","SNF-J-=727","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","WC","43724","WAG9HC","SU","S","18:10","","Y","CSTN240425201505","Y","C","Valid CC","495.98","",
"05-06-2025","WR","DFCR","SAH","4","UP","MKPP","PRYJ","NC","JNPT","BB","CR","GIPL","PLPC-55-","L","CONT","PMLP","PMLP","BLL","","","N","44","1","1","45.0+1.0","EC","38040","WAG9HC","SU","N","11:10","","Y","JUDW051224220318","Y","C","Valid CC","988.83","00:30 03-06-25","BSR","BB","CR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","1","UP","CGMV","BRC","WR","MDCC","ADI","WR","CONR","ICDD/JNPT-","L","CONT","CONR","CONR","BLC","","","Y","44","1","1","45.0+1.0","ER","38063","WAG9HC","SU","S","00:11","","Y","GMC 061024012241","Y","C","Valid CC","335.37","15:30 04-06-25","","","","1","","","","DN","BPKR","ADI","WR","MIHK","BRC","WR","CONR","SAYAJI-11","L","HSD","BPC","BPC","BTPN","","","N","50","0","1","50.0+1.0","NW","41809","WAG9HC","SU","D","01:19","","Y","KRCA081223032040","N","C","Valid CC","2719.75","20:30 04-06-25",
"05-06-2025","WR","DFCR","SAU","2","UP","ALIK","JP","NW","AOMM","ADI","WR","APSE","ICAK-04-","L","CONT","ILSL","ILSL","BLC","","","N","45","0","2","45.0+2.0","WR","49299","WDG4G","SU","N","04:56","Y","","SREW031123133253","Y","C","Valid CC","225","15:40 04-06-25","","","","2","","","","DN","NELM","RJT","WR","EOLD","NGP","CR","BPC","HAPA-11-","L","MIXD","NERL","NERL","BTPN","","","N","50","0","2","50.0+2.0","WC","31299","WAG9H","SU","S","17:52","","Y","HAPA210525175852","N","C","Valid CC","2608.98","",
"05-06-2025","WR","DFCR","SAU","3","UP","MIHK","BRC","WR","NELM","RJT","WR","IR","HAPA-6","E","HSD, EBMS","","","BTPN","","","N","0","50","2","50.0+2.0","NW","41915","WAG9HC","SU","S","05:42","","","HAPA060525072620","N","C","Valid CC","0","","","","","3","","","","DN","TCLS","RJT","WR","SNAG","SC","SC","BPC","TCLS/SNAG","L","SALT","TCL","TTCP","BCN","","","N","42","0","1","42.0+1.0","NW","43562","WAG9HC","SU","S","20:26","","Y","IZN 180425180555","Y","P","Valid Premium","2688","",
"05-06-2025","WR","DFCR","SAU","4","UP","BPAJ","JP","NW","BPKR","ADI","WR","IR","TAPTIA=48","E","HSD, MS","","","BTFLN","","","N","0","50","2","50.0+2.0","WR","33574","WAG9HC","SU","D","06:24","","","BSL 230622010916","N","C","Valid CC","0","","","","","4","","","","DN","RWO","BVC","WR","BPTG","BPT","BPT","IR","PRE-30/5","L","CEMT","SCEM","SCEM","BCN","","","N","21","21","1","42.0+1.0","NR","32590","WAG9HC","SU","N","20:53","","Y","ED  100425032823","N","P","Valid Premium","1341.9","19:00 03-06-25",
"05-06-2025","WR","DFCR","SAU","5","UP","CRTK","BB","CR","PRTK","RJT","WR","CONR","R-50-----","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","WR","28636","WAG7","SU","D","11:03","","Y","ICDD200424115119","Y","C","Valid CC","236.84","12:30 03-06-25","","","","5","","","","DN","TCLS","RJT","WR","ICDD","PRYJ","NC","GIPL","JS17-","L","CONT","CONR","CONR","BLC","","","N","45","0","0","45.0+0.0","EC","41266","WAG9HC","SU","N","23:53","","Y","JMSY030325170755","Y","C","Valid CC","2800.4","09:30 05-06-25",
"05-06-2025","WR","DFCR","SAU","6","UP","PNCS","BB","CR","NCLW","ADI","WR","JKTI","JKTI-02.-","L","CONT","NCLC","NCLC","BLC","","","N","45","0","1","45.0+1.0","NC","32526","WAG9H","SU","D","13:02","","Y","JUDW080424165123","Y","C","Intensive","226","19:00 03-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","7","UP","FN","DLI","NR","CE","ADI","WR","IR","FN/CE","L","AUTO","MSIL","MSIL","NMG","","","N","25","0","0","25.0+0.0","NW","43656","WAG9HC","SU","S","14:23","","Y","DVL 171024134333","N","P","Premium Due","100","00:40 04-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","8","UP","AEMD","BCT","WR","BRCY","BRC","WR","IR","AEMD/KHED","E","","","","BOXN","","","N","0","59","1","59.0+1.0","NC","32181","WAG9H","SU","S","14:28","","","DLO 040425193731","N","P","Valid Premium","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","9","UP","JSWT","UBL","SW","KRIR","ADI","WR","IR","YARADA-V-547","L","IS","JVML","JVML","BOXN","","","N","58","0","1","58.0+1.0","NR","60246","WAG12B","SU","D","18:35","","Y","EMTY030525112621","Y","C","Valid CC","3344.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","10","UP","CMLK","WDFC","DFCR","PPSP","BVC","WR","CONR","R-129H/-","L","CONT","CONR","CONR","BLC","","","N","38","2","1","40.0+1.0","WR","69061","WDG6G","SU","N","20:23","","Y","ICDD250525132008","Y","C","Valid CC","1167.65","20:30 04-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","11","UP","BPAG","DLI","NR","HAPA","RJT","WR","BPC","BHARAT-06","E","","","","BTPG","","","N","0","4","0","4.0+0.0","WR","36265","WDS6","SU","N","20:45","","","SBB 290423154751","N","C","Intensive","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","12","UP","BPAG","DLI","NR","HAPA","RJT","WR","BPC","BHARAT-08","E","","","","BTPG","","","N","0","13","0","13.0+0.0","WR","14878","WDG3A","SU","N","20:45","","","KBGB141123193303","N","","Intensive","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","13","UP","AJL","FZR","NR","VTJ","BVC","WR","IR","AJL-VTJ","L","R","FCI","FCI","BCN","","","N","42","0","1","42.0+1.0","WR","49311","WDG4G","SU","N","22:20","","Y","MDDP200525211302","N","P","Invalid Premium","2688","19:00 03-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","14","UP","DGRN","WDFC","DFCR","PRTK","RJT","WR","GIPL","RK-05-","L","CONT","PMLP","PMLP","BLC","","","Y","45","0","1","45.0+1.0","NR","49198","WDG4G","SU","N","22:36","","Y","NHYD241022093749","Y","C","Valid CC","342","09:30 05-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SAU","15","UP","CGMV","BRC","WR","MDCC","ADI","WR","CONR","R-79H---","L","CONT","CONR","CONR","BLC","","","Y","45","0","0","45.0+0.0","WR","49231","WDG4G","SU","N","23:45","","Y","ICDD250924165317","Y","C","Valid CC","343.02","17:00 05-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"05-06-2025","WR","DFCR","SJN","1","UP","SMPB","AII","NW","SCGP","PUNE","CR","IR","TPDDU1202-","L","CLKR","SREE","SREE","BOXNHL","","","N","58","0","1","58.0+1.0","WR","33378","WAG9HC","SU","S","04:39","Y","","DDU 100525021838","Y","C","Valid CC","3858.12","12:15 29-05-25","","","","1","BSR","BB","CR","DN","CCH","PUNE","CR","FN","DLI","NR","CONR","CCH/FN/NMG","L","AUTO","JKTP","JKTP","NMG","","","N","25","0","0","25.0+0.0","CR","60339","WAG12B","SU","D","09:52","","Y","MDU 210724163752","N","P","Valid Premium","168","17:00 05-06-25",
"05-06-2025","WR","DFCR","SJN","2","UP","CGPT","RTM","WR","JNPT","BB","CR","CONR","ASHOKAP-R/","L","CONT","CONR","CONR","BLC","","","N","45","0","1","45.0+1.0","NC","43738","WAG9HC","SU","S","05:00","","Y","PCPK200325150245","Y","C","Valid CC","1412.97","23:55 03-06-25","BSR","BB","CR","2","BSR","BB","CR","DN","JNPT","BB","CR","CGPT","RTM","WR","IR","SNF-R-=721","L","CONT","CONR","CONR","BLC","","","N","40","0","1","40.0+1.0","WR","44024","WAG9HC","SU","S","11:20","","Y","CSTN091124024454","Y","C","Valid CC","1690.37","12:15 29-05-25",
"05-06-2025","WR","DFCR","SJN","3","UP","MGG","RTM","WR","ED","SA","SR","IR","ED/MGG","L","DOC","PFLD","PFLD","BCN","","","N","21","21","0","42.0+0.0","NC","33107","WAG9H","SU","S","10:00","","Y","MLDT071224025918","N","P","Premium Due","1249","15:10 03-06-25","BSR","BB","CR","3","BSR","BB","CR","DN","NGSM","BB","CR","BRCY","BRC","WR","CONR","NGSM/BSR","E","","","","BCN","","","N","0","42","1","42.0+1.0","CR","60294","WAG12B","SU","D","19:15","","","KEBG041124202928","N","P","Invalid Premium","0","23:55 03-06-25",
"05-06-2025","WR","DFCR","SJN","","","","","WR","","","SR","","","","","","","","","","","","","","","NW","70148","WDG4","SU","N","","","","","N","","","","","","","","4","BSR","BB","CR","DN","JNPT","BB","CR","MKPP","PRYJ","NC","IR","RK--079-PMLP=02","L","CONT","PMLP","PMLP","BLC","","","N","32","13","1","45.0+1.0","WR","43882","WAG9HC","SU","S","22:40","","Y","GMC 151224064642","N","C","Valid CC","1265","15:10 03-06-25",
"05-06-2025","WR","DFCR","SJN","4","UP","CCMP","BPL","WC","JNPT","BB","CR","CONR","R-89H-MDCC","L","CONT","CONR","CONR","BLC","","","N","45","0","0","45.0+0.0","WR","24692","WAG7","SU","D","14:10","","Y","ICDD170425134734","Y","C","Valid CC","1418.45","08:45 03-06-25","BSR","BB","CR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
