MA4 TRAINWISE INTERCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[  Zone: WR,  DateFrom: 03-01-2026,  DateTo: 03-01-2026,  Gauge: BG,;  TakenOver: 197=233+0;  HandedOver: 185=217+0;  HandedOverCc8Cont: 147;  HandedOverCc6Cont: 11;  TakenOverCc8Cont: 137;  TakenOverCc6Cont: 7 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,ZONE FROM,ZONE TO,IC STTN,TAKEN OVER SR.NO.,TAKEN OVER DRTN,TAKEN OVER STTN FROM,TAKEN OVER DVSN FROM,TAKEN OVER ZONE FROM,TAKEN OVER STTN TO,TAKEN OVER DVSN TO,TAKEN OVER ZONE TO,TAKEN OVER OWNR,TAKEN OVER LOAD NAME,TAKEN OVER L/E,TAKEN OVER CMDT,TAKEN OVER CNSR,TAKEN OVER CNSG,TAKEN OVER TYPE,TAKEN OVER MULTIDSTN DVSN(DSTN),TAKEN OVER MULTIDSTN UNITS,TAKEN OVER DS,TAKEN OVER 8W(L),TAKEN OVER 8W(E),TAKEN OVER 8W(BV),TAKEN OVER TOTL(8W),TAKEN OVER OWNG,TAKEN OVER LOCO,TAKEN OVER LOCO TYPE,TAKEN OVER LOCO UNTS,TAKEN OVER LOCO HRP,TAKEN OVER TIME,TAKEN OVER CC+6,TAKEN OVER CC+8,TAKEN OVER RAKEID,TAKEN OVER TWIN PIPE,TAKEN OVER CTGR,TAKEN OVER EXAM TYPE,TAKEN OVER TONNAGE(in Tonnes),TAKEN OVER LDNG DATE,TAKEN OVER SCHEME CODE,HANDED  OVER INTERCHANGE POINT STATION,HANDED  OVER INTERCHANGE POINT DIVISION,HANDED  OVER INTERCHANGE POINT ZONE,HANDED OVER SR.NO.,TAKEN OVER INTERCHANGE  POINT STATION,TAKEN OVER INTERCHANGE  POINT DIVISION,TAKEN OVER INTERCHANGE  POINT ZONE,HANDED OVER DRTN,HANDED OVER STTN FROM,HANDED OVER DVSN FROM,HANDED OVER ZONE FROM,HANDED OVER STTN TO,HANDED OVER DVSN TO,HANDED OVER ZONE TO,HANDED OVER OWNR,HANDED OVER LOAD NAME,HANDED OVER L/E,HANDED OVER CMDT,HANDED OVER CNSR,HANDED OVER CNSG,HANDED OVER TYPE,HANDED OVER MULTIDSTN DVSN(DSTN),HANDED OVER MULTIDSTN UNITS,HANDED OVER DS,HANDED OVER 8W(L),HANDED OVER 8W(E),HANDED OVER 8W(BV),HANDED OVER TOTL(8W),HANDED OVER OWNG,HANDED OVER LOCO,HANDED OVER LOCO TYPE,HANDED OVER LOCO UNTS,HANDED OVER LOCO HRP,HANDED OVER TIME,HANDED OVER CC+6,HANDED OVER CC+8,HANDED OVER RAKEID,HANDED OVER TWIN PIPE,HANDED OVER CTGR,HANDED OVER EXAM TYPE,HANDED OVER TONNAGE(in Tonnes),HANDED OVER LDNG DATE,HANDED OVER SCHEME CODE
03-01-2026,WR,WC,NAD,,,,,WC,,,SEC,,,,,,,,,,,,,,,ECO,28522,WAG7,MU,N,,,,,N,,,,,,,,,,,,,,,,WR,,,WC,,,,,,,,,,,,,,,SC,43966,WAG9HC,MU,S,,,,,N,,,,,
03-01-2026,WR,WC,NAD,2,UP,KPRJ,KOTA,WC,BSPR,BSP,SEC,IR,PRM-5127,E,,,,BOXN,,,N,0,58,1,58.0+1.0,CR,60275,WAG12B,SU,D,04:30,,,BZA 231025213612,N,P,Valid Premium,0,,,,,,2,,,,DN,MBPP,BB,CR,BPAG,DLI,NR,IR,BHARAT-04=BPAG,L,LPG,BPC,BPC,BTPG,,,N,32,2,1,34.0+1.0,SR,32970,WAG9HC,MU,N,03:51,,Y,BSL 020421063453,Y,C,Valid CC,1203.2,07:00 01-01-26,LWIS
03-01-2026,WR,WC,NAD,3,UP,MKPP,PRYJ,NC,JNPT,BB,CR,GIPL,PLPC-50-,L,CONT,PMLP,PMLP,BLSS,,,N,45,0,1,45.0+1.0,WC,41821,WAG9HC,MU,S,08:55,,Y,C   300524124257,Y,C,Valid CC,1266.53,15:30 31-12-25,,,,,,,,,,,,CR,,,NR,,,,,,,,,,,,,,,SR,42023,WAG9HC,MU,S,,,,,Y,,,,,
03-01-2026,WR,WC,NAD,,,,,NC,,,CR,,,,,,,,,,,,,,,WC,42600,WAG9HC,MU,S,,,,,Y,,,,,,,,,3,,,,DN,JNPT,BB,CR,TICD,DLI,NR,IR,ICDG-CGMV=757,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,NC,32398,WAG9H,SU,D,06:26,,Y,ICDG191224190811,Y,C,CC OverDue,1048.1,23:55 30-12-25,
03-01-2026,WR,WC,NAD,4,UP,GDGH,DLI,NR,JNPT,BB,CR,CONR,GR-23--SHEETAL,L,CONT,GRPL,GRPL,BLC,,,N,45,0,1,45.0+1.0,ER,41099,WAG9HC,SU,S,14:34,,Y,UMB 041017104804,Y,C,Valid CC,1138.81,08:00 02-01-26,,MPR,WDFC,DFCR,4,,,,DN,BKRL,BRC,WR,FN,DLI,NR,IR,CPN/FN,L,AUTO,TCOI,TCOI,NMG,,,N,25,0,0,25.0+0.0,WC,34029,WAG9H,SU,N,09:56,,Y,ED  201225145228,N,P,Invalid Premium,128,23:55 30-12-25,
03-01-2026,WR,WC,NAD,5,UP,NBA,UMB,NR,KBL,UBL,SW,IR,YAMUNATP55,L,R,FCI,FCI,BCNHL,,,N,58,0,1,58.0+1.0,SW,32882,WAG9HC,MU,N,16:14,,Y,KJGY180323060556,Y,C,Valid CC,3683,21:00 01-01-26,,SHRN,BPL,WC,5,,,,DN,KEBG,BCT,WR,FUT,DNR,EC,IR,KEBG-FUT,L,AUTO,MLL,MLL,NMG,,,N,25,0,0,25.0+0.0,SE,32915,WAG9HC,MU,N,11:06,,Y,TNPM141224214851,N,P,Valid Premium,108,14:15 31-12-25,
03-01-2026,WR,WC,NAD,,,,,NR,,,SW,,,,,,,,,,,,,,,SW,38653,WAG9HC,MU,N,,,,,Y,,,,,,,,,,,,,,,,WR,,,EC,,,,,,,,,,,,,,,SE,41077,WAG9HC,MU,N,,,,,N,,,,,
03-01-2026,WR,WC,NAD,6,UP,SKB,PRYJ,NC,RTM,RTM,WR,IR,SKJ-01,E,,,,BCN,,,N,0,42,1,42.0+1.0,SC,41016,WAG9HC,SU,N,16:48,,,ED  020524015052,N,P,Valid Premium,0,,,,,,6,MPR,WDFC,DFCR,DN,JNPT,BB,CR,MATP,DLI,NR,IR,TWIIL-01--JKTI01,L,CONT,JKTI,JKTI,BLC,,,N,40,5,1,45.0+1.0,NC,41158,WAG9HC,SU,S,20:31,,Y,SMYD161125204133,Y,C,Valid CC,933.31,,
03-01-2026,WR,WC,NAD,7,UP,IOCG,AGRA,NC,GNVS,BRC,WR,IR,BRAJ-34,L,FOIL,IOC,GNVF,BTPN,,,N,50,1,1,51.0+1.0,NR,28076,WAG7,SU,N,17:11,,Y,BAD 060625125541,N,C,Valid CC,2719.29,07:40 02-01-26,,,,,7,SHRN,BPL,WC,DN,JSWT,UBL,SW,DDL,FZR,NR,IR,J/DDL/HTPP,L,IS,JSWT,JSWT,SHRN,"DLI(HTPP), FZR(DDL)",31+12,N,43,0,1,43.0+1.0,SR,23972,WAG5H,MU,N,22:33,Y,,BKDC171125165555,N,P,Valid Premium,2608.51,,
03-01-2026,WR,WC,NAD,8,UP,LKES,KOTA,WC,SJP,RTM,WR,IR,SJP+DHWS,L,CEMT,ACC,ACC,BCN,,,N,42,0,1,42.0+1.0,ECO,43338,WAG9HC,SU,N,19:44,,Y,DSN 291025195702,N,P,Invalid Premium,2766,04:45 03-01-26,,,,,,,,,,,,SW,,,NR,,,,,,,,,,,,,,,SR,24409,WAG5H,MU,N,,,,,N,,,,,
03-01-2026,WR,WC,NAD,9,UP,LPBP,UMB,NR,MBPP,BB,CR,BPC,BHARAT-03-,E,LPG,,,BTPG,,,N,0,32,2,32.0+2.0,CR,32372,WAG9HC,SU,N,20:02,,,KTTY070623213642,Y,C,Valid CC,0,,LWIS,,,,8,,,,DN,SCLS,ADI,WR,CTCS,KGP,SE,GIPL,R-136-,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,NC,27659,WAG7,SU,S,22:46,,Y,ICDG210325041156,Y,C,Valid CC,2782.6,15:30 31-12-25,
03-01-2026,WR,WC,NAD,10,UP,JAB,AGRA,NC,BRC,BRC,WR,IR,EBCN,E,,,,BCN,,,N,0,41,1,41.0+1.0,WR,43957,WAG9HC,SU,S,21:30,,,FL  171025115111,N,P,Valid Premium,0,,,,,,9,,,,DN,KKF,ADI,WR,AZA,RNY,NF,GIPL,KKF/AZA,L,MIXD,WCIL,WCIL,BCNAHSM1,,,N,44,0,1,44.0+1.0,CR,43942,WAG9HC,MU,S,23:38,Y,,NHYD281125054658,N,P,Valid Premium,2294.82,15:30 31-12-25,
03-01-2026,WR,WC,NAD,11,UP,AMG,LKO,NR,STA,JBP,WC,IR,EBCN/AMG,E,,,,BCN,,,N,0,42,0,42.0+0.0,WC,23727,WAG5H,MU,N,22:29,,,GY  281125145617,N,P,Invalid Premium,0,,,,,,,,,,,,,WR,,,NF,,,,,,,,,,,,,,,CR,43944,WAG9HC,MU,S,,,,,N,,,,,
03-01-2026,WR,WC,NAD,,,,,NR,,,WC,,,,,,,,,,,,,,,WC,23843,WAG5H,MU,N,,,,,N,,,,,,,,,10,MPR,WDFC,DFCR,DN,JNPT,BB,CR,MKPP,PRYJ,NC,IR,RK-134-PMLP01,L,CONT,PMLP,PMLP,BLSS,,,N,28,20,0,48.0+0.0,WC,33490,WAG9HC,SU,N,23:54,,Y,MKPP270923051627,Y,C,Valid CC,1171.43,21:00 01-01-26,
03-01-2026,WR,WC,NAD,12,UP,BXG,LMG,NF,UMB,UMB,NR,IR,TORALTP=07,E,,,,BCNHL,,,N,0,57,1,57.0+1.0,WR,32374,WAG9HC,SU,D,22:59,,,GIMY220925162528,Y,C,Valid CC,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,NAD,13,UP,TICD,DLI,NR,JNPT,BB,CR,CONR,JS-15..-,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,CR,60436,WAG12B,SU,D,23:40,,Y,CTKR051125120017,Y,C,Valid CC,1124.73,19:30 02-01-26,,MPR,WDFC,DFCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,SHRN,1,UP,PLBG,JBP,WC,KRCA,BRC,WR,IR,SAYAJI-19,E,"MS, HSD",,,BTPN,,,N,0,49,1,49.0+1.0,SE,31512,WAG9H,MU,N,03:32,,,KRCA100418212316,N,C,Valid CC,0,,,,,,1,,,,DN,BQE,RTM,WR,BSPR,BSP,SEC,IR,TPDDU1501,E,,,,BOXNHL,,,N,0,58,1,58.0+1.0,CR,42400,WAG9HC,MU,S,03:41,,,DDU 060825152005,Y,C,Valid CC,0,21:00 01-01-26,
03-01-2026,WR,WC,SHRN,,,,,WC,,,WR,,,,,,,,,,,,,,,SE,32524,WAG9HC,MU,N,,,,,N,,,,,,,,,,,,,,,,WR,,,SEC,,,,,,,,,,,,,,,CR,43959,WAG9HC,MU,S,,,,,Y,,,,,
03-01-2026,WR,WC,SHRN,2,UP,IONI,JBP,WC,KRCA,BRC,WR,IR,SAYAJI-24,E,"HSD, MS",,,BTPN,,,N,0,49,2,49.0+2.0,ER,38662,WAG9HC,SU,S,04:05,,,KRCA220225072702,N,C,CC OverDue,0,,,,,,2,,,,DN,MDCC,ADI,WR,NLRT,JHS,NC,IR,BA-BZA-TP-70,L,IMFT,IFFC,IFFC,BCNHL,,,N,58,0,1,58.0+1.0,WR,43728,WAG9HC,SU,S,06:45,,Y,BZA 210325002921,Y,C,Valid CC,3168.54,07:40 02-01-26,
03-01-2026,WR,WC,SHRN,3,UP,MVAA,SBP,ECO,DGFJ,BRC,WR,CONR,CONR-FC-03,L,CONT,NOMA,NOMA,BLC,,,N,40,0,1,40.0+1.0,EC,41024,WAG9HC,SU,S,06:18,,Y,KRCA131225074507,N,C,Valid CC,240,01:30 01-01-26,,,,,3,,,,DN,JBX,RTM,WR,TWS,CKP,SE,IR,TWS/LMNR,E,,,,SHRN,,,N,0,42,1,42.0+1.0,WC,41855,WAG9HC,SU,S,07:25,,,KRCA191225090002,N,P,Valid Premium,0,04:45 03-01-26,
03-01-2026,WR,WC,SHRN,4,UP,IOCE,BPL,WC,IOBD,RTM,WR,IR,TAPTI-114,E,"HSD, MS",,,BTPN,,,N,0,50,1,50.0+1.0,WC,32514,WAG9HC,SU,N,08:28,,,BSL 301125062009,Y,C,Valid CC,0,,,,,,4,,,,DN,PRTK,RJT,WR,PRIL,JHS,NC,BPC,HAPA-25,L,MIXD,REL,REL,BTPN,,,N,50,0,2,50.0+2.0,SEC,43301,WAG9HC,SU,N,09:50,,Y,HAPA080625184612,Y,C,Valid CC,2683.74,,
03-01-2026,WR,WC,SHRN,5,UP,BPCR,JHS,NC,KRCA,BRC,WR,IR,SAYAJI-47,E,"EBMS, HSD",,,BTPN,,,N,0,50,2,50.0+2.0,EC,24586,WAG7,SU,N,09:49,,,KRCA230725001805,Y,C,Intensive,0,,,,,,5,,,,DN,MGG,RTM,WR,MKU,BSL,CR,IR,MKU/MGG,L,FERT,RPLI,RAMA,BCN,,,N,21,21,1,42.0+1.0,SR,44255,WAG9HC,SU,S,11:11,,Y,MAJN030325201348,N,P,Valid Premium,1320.97,,
03-01-2026,WR,WC,SHRN,6,UP,JQSG,JBP,WC,SEH,RTM,WR,IR,SEH+LDA,L,CEMT,ACC,ACC,BCN,,,N,21,21,1,42.0+1.0,WC,51034,EF9K,SU,S,10:50,,Y,NPRY120825182403,N,P,Valid Premium,1386,09:30 31-12-25,,,,,6,,,,DN,RTM,RTM,WR,BIA,R,SEC,IR,SHRN/E,E,,,,SHRN,,,N,0,41,1,41.0+1.0,ER,28299,WAG7,SU,N,11:47,,,HPT 290325073846,N,,Intensive,0,,
03-01-2026,WR,WC,SHRN,7,UP,JSWT,UBL,SW,DDL,FZR,NR,IR,J/DDL/HTPP,L,IS,JSWT,JSWT,SHRN,"DLI(HTPP), FZR(DDL)",31+12,N,43,0,1,43.0+1.0,SR,23972,WAG5H,MU,N,12:41,Y,,BKDC171125165555,N,P,Valid Premium,2608.51,06:00 27-12-25,,NAD,KOTA,WC,7,,,,DN,IOBD,RTM,WR,POLG,BSL,CR,IR,TAPTI-109,L,HSD,IOC,IOC,BTPN,,,N,50,0,2,50.0+2.0,NC,42383,WAG9HC,SU,N,13:31,,Y,BSL 280925225333,Y,C,Valid CC,2663.21,,
03-01-2026,WR,WC,SHRN,,,,,SW,,,NR,,,,,,,,,,,,,,,SR,24409,WAG5H,MU,N,,,,,N,,,,,,,,,8,,,,DN,MDCC,ADI,WR,KEQ,JBP,WC,IR,KEQ/DAP,L,IMFT,IFFC,IFFC,BCN,,,N,42,0,1,42.0+1.0,NE,42019,WAG9HC,SU,S,15:49,,Y,ERM 260625194533,N,P,Invalid Premium,2658.51,,
03-01-2026,WR,WC,SHRN,8,UP,PGCG,BSP,SEC,TSWS,BRC,WR,IR,PM-50887-TSWS,L,PHC,ACB,GSEC,BOXNHL,,,N,58,0,0,58.0+0.0,WC,38451,WAG9HC,SU,N,13:26,,Y,BSL 310325083759,N,P,Valid Premium,4001.99,23:50 30-12-25,,,,,9,,,,DN,PRTK,RJT,WR,PRIL,JHS,NC,CONR,BTFLNSAYAJI-,L,MIXD,REL,REL,BTFLN,,,N,50,0,2,50.0+2.0,EC,27309,WAG7,SU,S,19:17,,Y,KRCA110925191103,N,C,Valid CC,2773.42,19:30 02-01-26,
03-01-2026,WR,WC,SHRN,9,UP,HSPG,CKP,SE,LMNR,RTM,WR,IR,UNICORN-35/LMNR,L,IS,SAIL,SAIL,BOSM,,,N,45,0,0,45.0+0.0,EC,41297,WAG9HC,SU,N,15:43,,Y,BKDC170825022839,Y,C,Intensive,2903.88,22:30 29-12-25,,,,,10,,,,DN,KKF,ADI,WR,TWS,CKP,SE,IR,BOSME/BIA,E,,,,BOST,,,N,0,46,0,46.0+0.0,SW,38565,WAG9HC,SU,N,22:25,,,TNPM201225135003,N,P,Invalid Premium,0,,
03-01-2026,WR,WC,SHRN,10,UP,HSLH,R,SEC,TSWS,BRC,WR,IR,N/TSWS/PM-06/30,L,NPHC,MCWP,GSEC,BOXN,,,N,59,0,1,59.0+1.0,SE,33964,WAG9HC,MU,N,19:04,,Y,ADTP120725165543,N,P,Valid Premium,4026.38,06:30 31-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,SHRN,,,,,SEC,,,WR,,,,,,,,,,,,,,,SE,38011,WAG9HC,MU,N,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,SHRN,11,UP,SORI,BPL,WC,MGN,RTM,WR,IR,MGN,L,W,MPSC,MPSC,BCN,,,N,42,0,0,42.0+0.0,NW,43450,WAG9HC,SU,S,20:41,,Y,ED  061025203923,N,P,Valid Premium,2745,17:00 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,SHRN,12,UP,DMGM,NGP,CR,GISN,RTM,WR,IR,TPDDU1746-,L,PBC,WCF,MHC,BOXNHL,,,N,59,0,1,59.0+1.0,WR,43532,WAG9HC,SU,S,21:38,,Y,DDU 111125153859,Y,C,Valid CC,4076.94,14:40 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,SHRN,13,UP,CTCS,KGP,SE,DCCK,ADI,WR,CONR,R-88H---,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,NE,27199,WAG7,SU,S,23:55,,Y,ICDD240925031850,Y,C,CC OverDue,692.5,18:20 27-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,WC,SHRN,14,UP,PGCG,BSP,SEC,TSWS,BRC,WR,IR,PRAGTITP11-TSWS,L,PHC,ACB,GSEC,BOXNHL,,,N,58,0,1,58.0+1.0,EC,27309,WAG7,SU,S,23:55,,Y,BLEY011025015020,N,C,Valid CC,4028.45,23:00 31-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
