MA4 TRAINWISE INTERCHANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[  Zone: WR,  DateFrom: 03-01-2026,  DateTo: 03-01-2026,  Gauge: BG,;  TakenOver: 197=233+0;  HandedOver: 185=217+0;  HandedOverCc8Cont: 147;  HandedOverCc6Cont: 11;  TakenOverCc8Cont: 137;  TakenOverCc6Cont: 7 ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,ZONE FROM,ZONE TO,IC STTN,TAKEN OVER SR.NO.,TAKEN OVER DRTN,TAKEN OVER STTN FROM,TAKEN OVER DVSN FROM,TAKEN OVER ZONE FROM,TAKEN OVER STTN TO,TAKEN OVER DVSN TO,TAKEN OVER ZONE TO,TAKEN OVER OWNR,TAKEN OVER LOAD NAME,TAKEN OVER L/E,TAKEN OVER CMDT,TAKEN OVER CNSR,TAKEN OVER CNSG,TAKEN OVER TYPE,TAKEN OVER MULTIDSTN DVSN(DSTN),TAKEN OVER MULTIDSTN UNITS,TAKEN OVER DS,TAKEN OVER 8W(L),TAKEN OVER 8W(E),TAKEN OVER 8W(BV),TAKEN OVER TOTL(8W),TAKEN OVER OWNG,TAKEN OVER LOCO,TAKEN OVER LOCO TYPE,TAKEN OVER LOCO UNTS,TAKEN OVER LOCO HRP,TAKEN OVER TIME,TAKEN OVER CC+6,TAKEN OVER CC+8,TAKEN OVER RAKEID,TAKEN OVER TWIN PIPE,TAKEN OVER CTGR,TAKEN OVER EXAM TYPE,TAKEN OVER TONNAGE(in Tonnes),TAKEN OVER LDNG DATE,TAKEN OVER SCHEME CODE,HANDED  OVER INTERCHANGE POINT STATION,HANDED  OVER INTERCHANGE POINT DIVISION,HANDED  OVER INTERCHANGE POINT ZONE,HANDED OVER SR.NO.,TAKEN OVER INTERCHANGE  POINT STATION,TAKEN OVER INTERCHANGE  POINT DIVISION,TAKEN OVER INTERCHANGE  POINT ZONE,HANDED OVER DRTN,HANDED OVER STTN FROM,HANDED OVER DVSN FROM,HANDED OVER ZONE FROM,HANDED OVER STTN TO,HANDED OVER DVSN TO,HANDED OVER ZONE TO,HANDED OVER OWNR,HANDED OVER LOAD NAME,HANDED OVER L/E,HANDED OVER CMDT,HANDED OVER CNSR,HANDED OVER CNSG,HANDED OVER TYPE,HANDED OVER MULTIDSTN DVSN(DSTN),HANDED OVER MULTIDSTN UNITS,HANDED OVER DS,HANDED OVER 8W(L),HANDED OVER 8W(E),HANDED OVER 8W(BV),HANDED OVER TOTL(8W),HANDED OVER OWNG,HANDED OVER LOCO,HANDED OVER LOCO TYPE,HANDED OVER LOCO UNTS,HANDED OVER LOCO HRP,HANDED OVER TIME,HANDED OVER CC+6,HANDED OVER CC+8,HANDED OVER RAKEID,HANDED OVER TWIN PIPE,HANDED OVER CTGR,HANDED OVER EXAM TYPE,HANDED OVER TONNAGE(in Tonnes),HANDED OVER LDNG DATE,HANDED OVER SCHEME CODE
03-01-2026,WR,DFCR,CECC,16,UP,AGS,JP,NW,GIMB,ADI,WR,IR,AGS/E/BCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,NW,12847,WDG4,SU,N,13:12,,,UMB 130325025745,N,P,Valid Premium,0,,,,,,16,,,,DN,MDCC,ADI,WR,PDLL,DLI,NR,IR,AD-24-,L,CONT,ADIL,ADIL,BLC,,,Y,45,0,1,45.0+1.0,NR,60133,WAG12B,SU,D,13:20,,Y,CEBD201023210644,Y,C,Valid CC,2249.66,,
03-01-2026,WR,DFCR,CECC,17,UP,ICDD,PRYJ,NC,MDCC,ADI,WR,CONR,MS-10-/MDCC,L,CONT,CONR,CONR,BLC,,,Y,45,0,1,45.0+1.0,NR,60112,WAG12B,SU,D,13:56,,Y,ICDD210125092959,Y,C,Valid CC,2178.52,23:10 01-01-26,,,,,17,,,,DN,MDCC,ADI,WR,ICDD,PRYJ,NC,CONR,R-140H/DIC-,L,CONT,CONR,CONR,BLC,,,Y,45,0,1,45.0+1.0,NW,12194,WDG4,SU,N,14:50,,Y,ICDD281225171552,Y,C,Valid CC,1995.09,23:10 01-01-26,
03-01-2026,WR,DFCR,CECC,18,UP,PCWD,DLI,NR,MDCC,ADI,WR,KRIL,ARIL-12-,L,CONT,CRRS,CRRS,BLC,,,N,40,0,0,40.0+0.0,EC,31004,WAG9,SU,N,13:56,,Y,KUND010823173319,Y,C,Valid CC,1406.71,06:00 01-01-26,,,,,18,,,,DN,MDCC,ADI,WR,CMLK,WDFC,DFCR,KRIL,R-125H,L,CONT,CONR,CONR,BLC,,,Y,45,0,0,45.0+0.0,EC,28497,WAG7,SU,S,16:05,,Y,ICDD311225025655,N,,Intensive,2744.37,06:00 01-01-26,
03-01-2026,WR,DFCR,CECC,19,UP,GPHK,UMB,NR,MDCC,ADI,WR,HTPL,GPHK-22-,L,CONT,HTPL,HTPL,BLC,,,N,45,0,0,45.0+0.0,NR,60027,WAG12B,SU,D,14:18,,Y,JUDW270925155939,Y,C,Valid CC,1294.2,07:30 02-01-26,,,,,19,,,,DN,MDCC,ADI,WR,KKDE,DLI,NR,HTPL,YAMUNATP45-,L,IMFT,IFFC,IFFC,BCNHL,,,N,58,0,1,58.0+1.0,NR,60167,WAG12B,SU,D,16:53,,Y,KJGY060522062601,Y,C,Valid CC,3168.54,07:30 02-01-26,
03-01-2026,WR,DFCR,CECC,20,UP,GD,LJN,NE,KOTA,KOTA,WC,IR,BCN/E/MHRL,E,,,,BCN,,,N,0,42,1,42.0+1.0,NR,49030,WDG4G,SU,N,14:47,,,ERM 141125074855,N,P,Valid Premium,0,,,,,,20,,,,DN,MDCC,ADI,WR,DGRN,WDFC,DFCR,IR,PLPC-57-,L,CONT,PMLP,PMLP,BLC,,,Y,40,0,0,40.0+0.0,EC,27001,WAG7,SU,S,18:38,,Y,JUDW131225142920,Y,C,Valid CC,1096.5,,
03-01-2026,WR,DFCR,CECC,21,UP,GDGH,DLI,NR,MDCC,ADI,WR,GIPL,GR--32-,L,CONT,GRPL,GRPL,BLSS,,,Y,48,0,1,48.0+1.0,NR,33306,WAG9HC,SU,D,16:37,,Y,CEBD301123085658,Y,C,Valid CC,2012.23,14:45 01-01-26,,,,,21,,,,DN,MDCC,ADI,WR,DNK,JP,NW,GIPL,TXHT-12-,L,CONT,HTPL,HTPL,BLSS,,,Y,48,0,1,48.0+1.0,WR,69036,WDG6G,SU,N,18:38,,Y,CPY 251125235428,Y,C,Valid CC,2281.4,14:45 01-01-26,
03-01-2026,WR,DFCR,CECC,22,UP,SMI,SPJ,EC,UMB,UMB,NR,IR,BCNE/SMI,E,,,,BCNAHSM1,,,N,0,42,1,42.0+1.0,NR,41664,WAG9HC,SU,D,17:52,,,NHYD250825172149,N,P,Invalid Premium,0,,,,,,22,,,,DN,LPGS,ADI,WR,LPGK,PRYJ,NC,IR,HAPY-6,L,LPG,IOC,IOC,BTPG,,,N,30,2,1,32.0+1.0,WR,32681,WAG9HC,SU,D,19:38,,Y,HAPA160525175412,Y,C,Valid CC,1128,,
03-01-2026,WR,DFCR,CECC,23,UP,IBBM,DLI,NR,MDCC,ADI,WR,CONR,TXBT-23---,L,CONT,BXTS,BXTS,BLC,,,N,45,0,0,45.0+0.0,NR,60140,WAG12B,SU,D,18:10,,Y,TKD 060518153613,Y,C,Valid CC,977.75,20:30 01-01-26,,,,,23,,,,DN,MDCC,ADI,WR,DWLP,JP,NW,CONR,KRIL-7-,L,CONT,CRRS,CRRS,BLC,,,Y,40,0,1,40.0+1.0,WR,43497,WAG9HC,SU,S,19:54,,Y,FL  160623050412,Y,C,Valid CC,2117.45,20:30 01-01-26,
03-01-2026,WR,DFCR,CECC,24,UP,TICD,DLI,NR,MDCC,ADI,WR,CONR,T-101-H-,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,NR,49192,WDG4G,SU,N,19:00,,Y,TICD021125231924,Y,C,Valid CC,865.76,22:00 01-01-26,,,,,24,,,,DN,KPRK,ADI,WR,SKB,PRYJ,NC,CONR,PADMINI=17-,L,IMOP,OPIL,OPIL,BCNHL,,,N,46,12,0,58.0+0.0,WR,49317,WDG4G,SU,N,20:15,,Y,SMP 110424000907,Y,C,Valid CC,3151,22:00 01-01-26,
03-01-2026,WR,DFCR,CECC,25,UP,PCWD,DLI,NR,MDCC,ADI,WR,CRRP,DPTX-03-,L,CONT,CRRS,CRRS,BLC,,,N,45,0,1,45.0+1.0,WR,43887,WAG9HC,SU,S,19:10,,Y,DPMT260523144538,Y,C,Valid CC,1367.38,07:00 02-01-26,,,,,25,,,,DN,MDCC,ADI,WR,DWLP,JP,NW,CRRP,DPTW-30 -,L,CONT,CRRS,CRRS,BLC,,,Y,44,0,0,44.0+0.0,WR,49421,WDG4G,SU,N,21:39,,Y,SMYD060925221117,Y,C,Valid CC,2506.12,07:00 02-01-26,
03-01-2026,WR,DFCR,CECC,26,UP,GD,LJN,NE,SPR,SDAH,ER,IR,BCN/E/BST,E,,,,BCN,,,N,0,42,1,42.0+1.0,WR,28764,WAG7,SU,D,19:33,,,PNGM121225050548,N,P,Valid Premium,0,,,,,,26,,,,DN,SNLR,ADI,WR,JSME,ASN,ER,IR,JSME+RNG/SALT,L,SALT,SSFI,SSFI,BCN,"ASN(JSME,RNG)",21+21,N,42,0,1,42.0+1.0,SC,42666,WAG9HC,SU,D,23:20,,Y,GIMY221125181616,N,P,Valid Premium,2632.2,,
03-01-2026,WR,DFCR,CECC,27,UP,RUPC,IZN,NE,SPR,SDAH,ER,IR,BNCE,E,,,,BCN,,,N,0,42,1,42.0+1.0,NR,60058,WAG12B,SU,D,19:34,,,ED  270525143851,N,P,Valid Premium,0,,,,,,27,,,,DN,KDLP,ADI,WR,DWLP,JP,NW,IR,CC TV,L,EOIT,AJSL,AJSL,BTPN,,,N,50,0,0,50.0+0.0,WR,49351,WDG4G,SU,N,23:50,,Y,KRCA190925141125,N,C,Valid CC,2714,,
03-01-2026,WR,DFCR,CECC,28,UP,CPC,PRYJ,NC,STA,JBP,WC,IR,CJ-44,E,,,,BCN,,,N,0,42,1,42.0+1.0,WR,49244,WDG4G,SU,N,23:15,,,STA 010825071324,N,P,Valid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,CECC,29,UP,DWLP,JP,NW,MDCC,ADI,WR,CRRP,DPTX-04--MDCC,L,CONT,CRRS,CRRS,BLC,,,Y,40,0,1,40.0+1.0,NR,49039,WDG4G,SU,N,23:27,,Y,DPMT010923224738,Y,C,Valid CC,1082.12,22:40 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,CECC,30,UP,CMLK,WDFC,DFCR,MDCC,ADI,WR,CONR,R=127-,L,CONT,CONR,CONR,BLC,,,Y,45,0,1,45.0+1.0,NC,33046,WAG9H,SU,S,23:44,,Y,TICD190825072846,Y,C,Valid CC,1664.62,22:55 02-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,GGM,1,UP,PRNA,KIR,NF,UMB,UMB,NR,IR,AJ130,E,,,,BCN,,,N,0,43,1,43.0+1.0,EC,27478,WAG7,SU,N,01:40,,,MRJ 191124111704,N,P,Invalid Premium,0,,,,,,1,,,,DN,CPN,BRC,WR,FN,DLI,NR,IR,CPN/FN,L,AUTO,TCOI,TCOI,NMG,,,N,25,7,0,32.0+0.0,NC,33010,WAG9H,SU,D,08:18,,Y,BEN 251125155103,N,P,Valid Premium,105.6,,
03-01-2026,WR,DFCR,GGM,2,UP,FN,DLI,NR,ADI,ADI,WR,IR,FN/ENMG,E,,,,NMG,,,N,0,26,0,26.0+0.0,NF,12487,WDG4,SU,N,03:33,,,SSB 211225102535,N,P,Invalid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,GGM,3,UP,WENA,DNR,EC,KOTA,KOTA,WC,IR,JE/GAYA-WENA,E,,,,BCN,,,N,0,42,0,42.0+0.0,SE,42139,WAG9HC,SU,S,07:22,,,ERM 030825115247,N,P,Invalid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,GGM,4,UP,BNGS,WDFC,DFCR,BRCY,BRC,WR,IR,BNGS/BRCY+CHM,L,CEMT,SREE,SREE,BCN,"BCT(CHM), BRC(BRCY)",27+15,N,42,0,0,42.0+0.0,WR,43621,WAG9HC,SU,S,16:18,,Y,IZN 170625200826,N,P,Valid Premium,2766.8,02:50 03-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,GGM,5,UP,KWP,JP,NW,GIMB,ADI,WR,IR,FBD/E/BCN,E,,,,BCN,,,N,0,42,1,42.0+1.0,NE,27754,WAG7,SU,S,21:39,,,SEH 290525114933,N,P,Invalid Premium,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,GTX,1,UP,SSA,BKN,NW,SXB,UBL,SW,IR,SSA-SXB,L,R,FCI,FCI,BCN,,,N,42,0,0,42.0+0.0,NR,31628,WAG9HC,SU,D,17:50,Y,,LR  261225200752,N,,Intensive,2682.8,18:40 31-12-25,,,,,1,,,,DN,KBCS,BRC,WR,KKU,JP,NW,CRRP,YAMUNATP60,L,FERT,KRIB,KRIB,BCNHL,,,N,58,0,1,58.0+1.0,WC,51017,EF9K,SU,S,01:55,,Y,KJGY020623163709,Y,C,Valid CC,3010.2,22:40 02-01-26,
03-01-2026,WR,DFCR,GTX,2,UP,AFGB,ADI,WR,MKIG,BRC,WR,CONR,KRIL-15---,L,CONT,DPWR,DPWR,BLC,,,N,45,0,1,45.0+1.0,WR,41778,WAG9HC,SU,S,18:50,,Y,ARIK270925151913,Y,C,Valid CC,247.5,10:00 02-01-26,,,,,2,,,,DN,UVD,BCT,WR,SBTG,ADI,WR,CONR,ADANI-115--,E,,,,BLC,,,N,0,45,1,45.0+1.0,SW,42328,WAG9HC,SU,S,07:35,,,SMYD241025201300,Y,C,CC OverDue,0,22:55 02-01-26,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,DN,MKIG,BRC,WR,DWLP,JP,NW,IR,DPJP-19-,L,CONT,DPWR,DPWR,BLC,,,N,45,0,1,45.0+1.0,NR,33333,WAG9HC,SU,S,09:18,,Y,CEBD150623202408,Y,C,Valid CC,2808.1,,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,DN,MIHK,BRC,WR,NELM,RJT,WR,IR,KAZIRANGA-09,E,HSD,,,BTPN,,,N,0,50,2,50.0+2.0,WC,31471,WAG9H,SU,D,12:43,,,NJPT230325194653,N,C,Valid CC,0,,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,BSR,BB,CR,DN,JSWT,UBL,SW,STD,BKN,NW,IR,STD+MSTB/23.30,L,IS,JVML,JVML,BRN,"BKN(STD), JP(MSTB)",33+10,N,43,0,1,43.0+1.0,SE,41265,WAG9HC,MU,N,16:57,,Y,BSPC101225113011,N,,Intensive,2506.76,,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,,NW,,,,,,,,,,,,,,,SE,43132,WAG9HC,MU,N,,,,,N,,,,,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,DN,MKIG,BRC,WR,PMKM,DLI,NR,IR,RK-13/,L,CONT,DPWR,DPWR,BLL,,,N,35,0,1,35.0+1.0,WR,31431,WAG9HC,SU,D,20:49,,Y,JUDW141221122559,Y,C,Valid CC,1974,,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,DN,ATUV,BCT,WR,GIMB,ADI,WR,IR,PRGTITP497,E,,,,BOXNHL,,,N,0,59,1,59.0+1.0,CR,43961,WAG9HC,MU,S,21:40,,,BLEY250725040931,Y,C,Valid CC,0,18:40 31-12-25,
03-01-2026,WR,DFCR,GTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,,,WR,,,,,,,,,,,,,,,CR,44216,WAG9HC,MU,S,,,,,Y,,,,,
03-01-2026,WR,DFCR,MPR,1,UP,DMGM,NGP,CR,TSWS,BRC,WR,IR,TPDDU1794,L,PHC,WCF,GSEC,BOXNHL,,,N,58,0,1,58.0+1.0,SR,44174,WAG9HC,SU,S,02:26,,Y,DDU 271125020529,Y,C,Valid CC,4067.34,14:05 01-01-26,,,,,1,,,,DN,WCSG,RTM,WR,WCNA,BCT,WR,IR,TPDDU1848-,L,CLKR,WCSG,WCSG,BOXNHL,,,N,58,0,1,58.0+1.0,CR,42471,WAG9HC,MU,N,03:24,,Y,DDU 101225225547,Y,C,Valid CC,4026.57,14:05 01-01-26,
03-01-2026,WR,DFCR,MPR,2,UP,MIHK,BRC,WR,NELM,RJT,WR,IR,TAPTI-119,E,HSD,,,BTPN,,,N,0,50,1,50.0+1.0,EC,38122,WAG9HC,SU,S,04:10,,,BSL 301225055953,Y,C,Valid CC,0,,,,,,,,,,,,,WR,,,WR,,,,,,,,,,,,,,,CR,42472,WAG9HC,MU,N,,,,,Y,,,,,
03-01-2026,WR,DFCR,MPR,3,UP,KBCS,BRC,WR,KKU,JP,NW,IR,YAMUNATP60,L,FERT,KRIB,KRIB,BCNHL,,,N,58,0,1,58.0+1.0,WC,51017,EF9K,SU,S,04:19,,Y,KJGY020623163709,Y,C,Valid CC,3010.2,22:25 02-01-26,,CNA,AII,NW,2,,,,DN,CGMV,BRC,WR,CKYR,ADI,WR,IR,SNF-T-48,L,CONT,CONR,CONR,BLC,,,N,28,17,0,45.0+0.0,WR,60557,WAG12B,SU,N,10:30,,Y,CSTN260525134824,Y,C,Valid CC,1705.69,22:25 02-01-26,
03-01-2026,WR,DFCR,MPR,4,UP,CRPD,WAT,ECO,KKF,ADI,WR,IR,KKF/PIDN,L,IS,RINL,RINL,BOST,,,N,45,0,0,45.0+0.0,WR,32032,WAG9HC,SU,D,06:49,,Y,FPY 291225110217,N,P,Valid Premium,2706.5,17:10 29-12-25,,,,,3,,,,DN,CGPT,RTM,WR,JNPT,BB,CR,IR,R--89H-,L,CONT,CONR,CONR,BLC,,,N,40,0,1,40.0+1.0,WR,28725,WAG7,SU,D,10:33,,Y,ICDD211125215813,Y,C,Valid CC,1053.85,17:10 29-12-25,
03-01-2026,WR,DFCR,MPR,5,UP,JNPT,BB,CR,CGMV,BRC,WR,CONR,SNF-T-=773,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,WR,60557,WAG12B,SU,N,07:00,,Y,CSTN260525134824,Y,C,Valid CC,891.98,22:20 01-01-26,,,,,4,,,,DN,SSA,BKN,NW,SXB,UBL,SW,CONR,SSA-SXB,L,R,FCI,FCI,BCN,,,N,42,0,0,42.0+0.0,NR,31628,WAG9HC,SU,D,15:01,Y,,LR  261225200752,N,,Intensive,2682.8,22:20 01-01-26,
03-01-2026,WR,DFCR,MPR,6,UP,MRJ,PUNE,CR,KRCA,BRC,WR,IR,SAYAJI-10,E,"HSD, MS",,,BTPN,,,N,0,51,1,51.0+1.0,WR,28757,WAG7,SU,D,07:58,,,KRCA051225181304,N,C,CC OverDue,0,,,,,,5,,,,DN,LFSG,RTM,WR,CHM,BCT,WR,IR,CHM/LFSG,L,CEMT,NVCL,NVCL,BCN,,,N,42,0,1,42.0+1.0,EC,27021,WAG7,SU,S,16:03,,Y,ADRA120925134846,N,P,Valid Premium,2762.6,,
03-01-2026,WR,DFCR,MPR,7,UP,BIA,R,SEC,SBTG,ADI,WR,IR,LOHA-BRN6-SBTG,L,RMC,RAIL,RAIL,BRN,,,N,42,0,1,42.0+1.0,NR,32281,WAG9HC,SU,D,13:30,,Y,BSPC120225133250,N,C,Valid CC,2029.62,,,,,,6,,,,DN,PIDN,RTM,WR,JNPT,BB,CR,IR,TXJMB3--,L,CONT,PMLP,PMLP,BLC,,,N,45,0,1,45.0+1.0,WR,24698,WAG7,SU,D,16:45,,Y,SMYD221024191838,Y,C,Valid CC,1035.52,,
03-01-2026,WR,DFCR,MPR,8,UP,JNPT,BB,CR,MKPP,PRYJ,NC,GIPL,RK-134-PMLP01,L,CONT,PMLP,PMLP,BLSS,,,N,28,20,0,48.0+0.0,WC,33490,WAG9HC,SU,N,15:00,,Y,MKPP270923051627,Y,C,Valid CC,1171.43,23:30 01-01-26,,NAD,KOTA,WC,7,MKC,BPL,WC,DN,ICDM,JHS,NC,JNPT,BB,CR,GIPL,MS-2-,L,CONT,CONR,CONR,BLC,,,N,45,0,0,45.0+0.0,CR,60329,WAG12B,SU,D,20:27,,Y,TICD291225162345,Y,C,Valid CC,1283.36,23:30 01-01-26,
03-01-2026,WR,DFCR,MPR,9,UP,JNPT,BB,CR,MATP,DLI,NR,IIPL,TWIIL-01--JKTI01,L,CONT,JKTI,JKTI,BLC,,,N,40,5,1,45.0+1.0,NC,41158,WAG9HC,SU,S,15:40,,Y,SMYD161125204133,Y,C,Valid CC,933.31,09:10 02-01-26,,NAD,KOTA,WC,8,,,,DN,VCSN,RTM,WR,KEBG,BCT,WR,IIPL,KEBG/VCSN,L,CEMT,UTCL,UTCL,BCN,,,N,42,0,1,42.0+1.0,NR,31762,WAG9HC,SU,S,21:50,,Y,ED  171025213106,N,P,Valid Premium,2769.4,09:10 02-01-26,
03-01-2026,WR,DFCR,MPR,10,UP,JNPT,BB,CR,CGMV,BRC,WR,CONR,R-132H-PPS-=777,L,CONT,CONR,CONR,BLC,,,N,45,0,1,45.0+1.0,WR,42036,WAG9HC,SU,S,17:36,,Y,ICDD011025110021,Y,C,Valid CC,622.95,23:45 01-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2026,WR,DFCR,MSH,1,UP,ICOD,DLI,NR,ADI,ADI,WR,IR,ICOD/E/NMG/ADI,E,,,,NMG,,,N,0,26,0,26.0+0.0,WC,31218,WAG9,SU,S,00:24,,,BSL 291025213435,N,P,Valid Premium,0,,,,,,1,,,,DN,PPSP,BVC,WR,HPCA,DLI,NR,CONR,HAPY-18,L,LPG,HPC,HPC,BTPG,,,N,32,2,1,34.0+1.0,NR,32561,WAG9HC,SU,S,00:52,,Y,HAPA041024113000,Y,C,Valid CC,1173.26,23:45 01-01-26,
03-01-2026,WR,DFCR,MSH,2,UP,LPGK,PRYJ,NC,HAPA,RJT,WR,IR,HAPY-9,E,LPG,,,BTPG,,,N,0,29,1,29.0+1.0,NW,12186,WDG4,SU,N,04:20,,,HAPA030325213000,Y,C,CC OverDue,0,,,,,,2,,,,DN,PPSP,BVC,WR,ICDD,PRYJ,NC,IR,R--48H--DS,L,CONT,CONR,CONR,BLC,,,Y,45,0,1,45.0+1.0,NR,31481,WAG9HC,SU,D,01:45,,Y,ICDD301225095652,Y,C,Valid CC,1322.41,,
03-01-2026,WR,DFCR,MSH,3,UP,ICDD,PRYJ,NC,PPSP,BVC,WR,CONR,MS-12-MDCC/PPSP,L,CONT,CONR,CONR,BLC,,,Y,40,0,1,40.0+1.0,WR,43444,WAG9HC,SU,S,06:27,,Y,ICDD271225134327,Y,C,Valid CC,1474.99,01:10 02-01-26,,,,,3,,,,DN,PPSP,BVC,WR,PCWD,DLI,NR,IR,RK-007-,L,CONT,PRCL,PRCL,BLC,,,N,45,0,1,45.0+1.0,WC,51035,EF9K,SU,S,01:46,,Y,SMYD110825044640,Y,C,Valid CC,1289.08,,
03-01-2026,WR,DFCR,MSH,4,UP,IAGR,DLI,NR,PPSP,BVC,WR,GRFL,PGFS-IAGR,L,CONT,GRPL,GRPL,BLC,,,Y,45,0,1,45.0+1.0,WC,32182,WAG9H,SU,S,12:20,,Y,JUDW250724155733,Y,C,Valid CC,943.76,08:00 02-01-26,,,,,4,,,,DN,LONI,PUNE,CR,FN,DLI,NR,CONR,LONI/FN/NMG,L,AUTO,MLL,MLL,NMG,,,N,25,0,0,25.0+0.0,CR,42040,WAG9HC,SU,S,05:48,,Y,TNPM130724131110,N,P,Invalid Premium,136,01:10 02-01-26,
03-01-2026,WR,DFCR,MSH,5,UP,ICDP,UMB,NR,SCLS,ADI,WR,CN,J-10H.-,L,CONT,CONR,CONR,BLC,,,N,40,0,1,40.0+1.0,CR,60481,WAG12B,SU,N,14:05,,Y,CTKR141225090842,Y,C,Valid CC,2400,23:45 31-12-25,,,,,5,,,,DN,PPSP,BVC,WR,GDGH,DLI,NR,GRFL,GR---28-DS,L,CONT,GRPL,GRPL,BLC,,,Y,45,0,1,45.0+1.0,EC,31265,WAG9,SU,S,07:38,,Y,JUDW130225140945,Y,C,Valid CC,2043.15,08:00 02-01-26,
03-01-2026,WR,DFCR,MSH,6,UP,UNCK,WDFC,DFCR,ASV,ADI,WR,IR,UNCK/MSH/ASV,L,CEMT,UTCL,UTCL,BCN,,,N,42,0,1,42.0+1.0,WR,49261,WDG4G,SU,N,15:46,,Y,WADI151025045121,N,P,Valid Premium,2769.4,05:45 03-01-26,,,,,6,,,,DN,PPSP,BVC,WR,LPBP,UMB,NR,CN,HAPY-13,L,LPG,BPC,BPC,BTPG,,,N,32,2,1,34.0+1.0,NC,27092,WAG7,SU,S,09:16,,Y,HAPA221224005212,Y,C,Valid CC,1168.85,23:45 31-12-25,
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,DN,KOD,ADI,WR,UJH,IZN,NE,IR,KOD/AMG/UJH,L,SALT,GMPA,SVSF,BCN,"IZN(UJH), LKO(AMG)",21+21,N,42,0,1,42.0+1.0,SW,43397,WAG9HC,SU,S,10:12,Y,,STAR020725012820,N,P,Valid Premium,2645.6,05:45 03-01-26,
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,DN,NELM,RJT,WR,HPTR,JHS,NC,IR,NELM/HPTR,L,MIXD,NERL,NERL,BTPN,,,N,50,0,2,50.0+2.0,WR,43887,WAG9HC,SU,S,11:51,,Y,NJPT141025225839,N,P,Valid Premium,2630.21,19:30 01-01-26,
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,DN,PPSP,BVC,WR,DWLP,JP,NW,CONR,TWDP-32-DS,L,CONT,CRRS,CRRS,BLC,,,N,45,0,1,45.0+1.0,NC,42704,WAG9HC,SU,D,13:35,,Y,TWLB160524121941,Y,C,Valid CC,1294.53,18:00 01-01-26,
03-01-2026,WR,DFCR,MSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,DN,PRTK,RJT,WR,MRIK,JP,NW,IR,CCSHEEL-,L,MIXD,SHEE,REL,BTFLN,,,N,49,0,2,49.0+2.0,NW,12625,WDG4,SU,N,15:18,,Y,KTTY181122225420,N,C,Valid CC,2692.63,07:52 02-01-26,SFTO
